8575165305	1,2752,0
8586331031	3,6089,0
8599477226	1,315,0
8872822300	2,1036,0
8885720528	1,17,0
8891836915	1,1345,0
8894479749	1,6,0
8894957330	6,1,0
8898049013	2,157,0
8926396673	3,4498,0
8952709047	1,55,0
8972976199	9,1,0
8981652651	7,74,1
8990289432	8,12,0
8990289440	2,7,0
9056560190	1,5,0
9075078102	1,2,0
907843905X	1,70,0
9078439122	9,5,0
9078439149	9,17,0
9081335219	3,2,0
9113020730	1,27,0
9123797185	3,491,0
9123913215	7,145,0
9123913223	1,83,0
9124084107	3,3470,0
9129688310	2,19,0
918914306X	1,249,0
9189143485	1,51,0
9189143981	3,62,1
9198105663	1,156,0
9508702109	1,1,0
9572132148	4,6,0
9573499126	4,2,0
957699179X	3,2,0
9622643884	3,2,0
9625990674	1,159,0
9625990992	6,14,0
9625991085	4,1,0
9625991832	4,8,0
9625992413	3,4,0
9625992421	3,8,0
9625992480	3,2,0
9625993045	1,6,0
9628795368	4,1,0
9628887580	1,1,0
9629551462	1,16,0
9629858533	2,1,0
9629970740	4,3,0
9629971372	3,630,1
9657502152	1,33,0
9662909354	1,1,0
9671740294	2,462,0
968758100X	2,65,0
9735056216	1,1574,0
9750807502	1,4,0
9752300480	1,64,0
9752520235	1,4,0
9752933580	1,3,0
9752981917	1,4,0
9754187126	4,1979,2
9754585288	1,7,0
9755109234	1,4,0
9755334572	1,1,0
9755334602	1,14,0
9755391606	1,6,0
975539463X	1,13,0
9756083077	3,4,0
9756117060	1,1,0
9756176288	1,8,0
975679304X	1,1,0
9758496786	1,1,0
975857003X	1,1,0
9758648950	1,14,0
9758747843	1,1,0
975912307X	1,9,0
9759272245	1,1,0
9766379513	0,11,0
9782480851	1,34,0
9782905763	1,83,0
9802717355	1,56,0
9810185081	1,6657,0
9861007970	1,12,0
9861019731	3,487,0
9861040587	1,1,0
9861041680	4,2,0
9861043977	2,3,0
9861127380	3,1,0
9861173897	3,1,0
9861747192	1,6,0
9861765506	3,5,0
9861768858	2,2,0
987383320X	4,72,0
9876124080	1,906,0
9877471248	0,153,0
9882075355	3,29,0
9882077153	1,7,0
9882100848	5,9,0
9882155456	1,117,0
9888001167	5,9,0
988800171X	1,17,0
9927137249	1,4,0
9941154813	7,1,0
9944860212	1,3,0
9948155351	1,3,0
9960981304	6,63,0
999037855X	2,2,0
B000000DCE	2,36,0
B000002BNJ	1,6,0
B000002GEG	1,66,0
B000002T70	1,472,0
B000003SQQ	3,50,1
B000004067	1,8891,0
B0000061R7	1,244,0
B0000064PW	1,107,0
B000006OTB	1,18,0
B000006OVD	2,10,0
B000006OVE	4,152,0
B000006OVF	3,54,0
B000006OVG	3,16,0
B000006OVI	8,32,0
B000006OVJ	4,139,0
B000006OVK	8,49,0
B000006OVL	3,46,0
B000006OWR	3,23,0
B000006OWS	3,34,0
B000006OWT	1,40,0
B000006P0J	3,94,0
B000006P0K	4,176,2
B000006P0L	4,15,0
B000006P0M	2,53,0
B000006P0N	1,7,0
B000006P0P	3,21,0
B000006RGO	1,34,0
B000006RGP	11,53,0
B000006RGQ	4,108,0
B000006RGR	3,163,0
B000006RGS	2,196,0
B000007NJA	1,14,0
B000007NJB	1,6,0
B000007NJC	2,74,0
B000007NJD	2,15,0
B000007NJE	1,16,1
B0000082UI	2,326,0
B000008D28	1,44,0
B000009QCX	3,15,1
B000009QCY	1,7,0
B000009QCZ	2,13,0
B000009QD0	3,32,0
B000009QD1	5,52,0
B00000DFE7	1,62,0
B00000DMAB	5,3,0
B00000DMAC	9,7,0
B00000DMAD	11,67,0
B00000DMAE	11,53,0
B00000DMAG	1,10,0
B00000DMAH	2,43,0
B00000DMAI	11,263,0
B00000DMAM	8,36,0
B00000DMAN	3,42,0
B00000DMAO	9,199,1
B00000DMAP	3,59,0
B00000DMAQ	8,712,0
B00000DMAR	2,497,0
B00000DMAT	9,1063,1
B00000DMAU	1,209,0
B00000DMAV	1,139,1
B00000DMAW	3,28,0
B00000DMAX	8,1065,0
B00000DMAZ	2,36,0
B00000DMB2	9,386,0
B00000DMB3	9,1623,0
B00000DMB4	3,162,0
B00000DMB5	4,173,0
B00000DMB6	1,240,0
B00000DMB7	3,22,0
B00000EF8B	2,5,0
B00000F1GM	5,1667,0
B00000F1GS	2,60,0
B00000G16I	5,132,0
B00000G2OP	4,16,0
B00000I1B6	3,18,0
B00000I1B7	2,16,0
B00000I1B8	1,118,0
B00000I1BB	1,243,0
B00000I1BC	2,13,0
B00000I1BD	2,9,0
B00000I1BE	1,113,0
B00000I1BF	2,741,1
B00000I1BG	3,153,0
B00000I1BH	1,14,0
B00000I1BI	1,12,0
B00000I1BJ	2,203,0
B00000I1BM	1,3,0
B00000I1BN	3,55,0
B00000I1BO	2,25,1
B00000I1BP	2,52,0
B00000I1BS	1,186,0
B00000I1BT	3,115,0
B00000I1BV	1,62,0
B00000I1BX	1,104,0
B00000I1BY	1,339,0
B00000I1BZ	9,126,0
B00000I1C2	3,68,0
B00000I1C3	1,43,0
B00000ID60	1,233,0
B00000IFKV	2,4,0
B00000IFKW	1,42,1
B00000IFRG	2,23,0
B00000IFRI	1,407,0
B00000IG80	1,6,0
B00000IGZM	5,49,0
B00000IH04	1,26,0
B00000IJLQ	3,13,0
B00000IJVY	7,38,0
B00000IKCG	3,43,0
B00000IKQD	1,22,0
B00000IM2T	2,186,0
B00000IMNB	1,50,0
B00000INQO	1,19,0
B00000INQP	1,1,0
B00000INQQ	3,3,0
B00000INR0	1,14,1
B00000INR2	1,1715,1
B00000IODY	1,197,0
B00000IOQV	1,10,0
B00000IPDS	3,91,0
B00000IPEE	8,53,0
B00000IPJM	1,65,0
B00000IQ2S	2,14,0
B00000IQPW	1,15,0
B00000IV94	2,3,0
B00000IVUR	2,19,0
B00000IVZN	9,103,0
B00000IWGB	1,26,0
B00000IWIW	3,38,0
B00000IWIZ	2,7,0
B00000IWYR	2,43,0
B00000IWYT	3,236,0
B00000IWYU	2,28,0
B00000IXFV	3,5,0
B00000IXFW	1,2,0
B00000IYEQ	1,982,0
B00000IYER	2,835,0
B00000IZ7Q	9,52,0
B00000IZ8A	3,244,0
B00000J2OO	8,333,1
B00000J2W7	1,818,0
B00000J6GR	1,34,0
B00000J6GS	1,11,0
B00000J6GT	1,18,0
B00000J6GU	1,15,0
B00000J96T	2,5,0
B00000J96V	3,54,0
B00000J96X	2,12,0
B00000J972	3,7,0
B00000J98X	3,66,0
B00000J9J6	1,13,0
B00000J9J9	8,555,0
B00000J9JI	3,87,0
B00000JBJI	3,23,0
B00000JBL1	1,12,0
B00000JBUQ	3,7,0
B00000JBUU	1,4,0
B00000JBXB	1,3,0
B00000JD79	1,9,0
B00000JDDY	1,27,0
B00000JDFT	2,51,3
B00000JDG3	2,4,0
B00000JDG9	2,9,0
B00000JDJ0	8,3,0
B00000JDJ1	1,1,0
B00000JDJ2	1,2,0
B00000JFBR	1,2,0
B00000JFBS	2,6,0
B00000JFC6	2,29,0
B00000JHPD	1,205,0
B00000JHPN	3,170,0
B00000JHPT	3,113,0
B00000JIUG	9,117,0
B00000JKLV	3,12,0
B00000JKMB	1,13,0
B00000JKMC	1,12,0
B00000JL6S	2,9,0
B00000JL76	1,1,0
B00000JLAQ	2,9,0
B00000JLAX	2,1,0
B00000JLB5	3,14,0
B00000JLPC	2,28,0
B00000JLQU	2,16,0
B00000JLQV	1,7,0
B00000JLQX	2,31,0
B00000JLQY	2,20,0
B00000JLR5	2,3,0
B00000JLR6	2,1,0
B00000JLRD	2,19,0
B00000JLRQ	2,6,0
B00000JMWB	1,50,0
B00000JNHJ	1,239,0
B00000JPPI	6,5142,5
B00000JQ0V	3,128,0
B00000JQQH	3,128,0
B00000JQQJ	3,51,1
B00000JRSB	9,1631,0
B00000JRSN	4,11,0
B00000JRT2	2,47,0
B00000JWGM	1,25,1
B00000JWGO	6,23,0
B00000JX33	5,2,0
B00000K0DJ	3,50,0
B00000K10H	6,24,0
B00000K10O	5,71,0
B00000K10U	2,123,0
B00000K115	2,38,0
B00000K117	4,65,0
B00000K119	1,26,0
B00000K11D	5,29,0
B00000K11N	2,26,1
B00000K11O	2,41,0
B00000K122	2,10,0
B00000K125	1,187,0
B00000K13B	2,14,0
B00000K13E	1,14,0
B00000K13G	1,1,0
B00000K13J	1,6,0
B00000K13K	1,62,0
B00000K1AF	3,189,0
B00000K1V2	1,55,0
B00000K1V3	1,14,0
B00000K1V7	1,43,0
B00000K1VA	1,269,1
B00000K1VB	1,3,0
B00000K1VC	2,17,0
B00000K1VE	3,188,1
B00000K1VG	1,57,0
B00000K1VH	1,12,0
B00000K1VJ	2,42,0
B00000K1VK	2,235,1
B00000K1VM	5,11,0
B00000K1VO	2,9,0
B00000K1VQ	3,5,0
B00000K1W9	6,13,0
B00000K1WR	2,5,0
B00000K1WX	3,1,0
B00000K1X1	1,3,0
B00000K1X4	3,6,0
B00000K1X7	1,11,0
B00000K1XF	3,52,0
B00000K1XN	3,44,0
B00000K1XP	1,26,0
B00000K1XU	1,32,0
B00000K2G7	1,159,0
B00000K2G9	1,75,0
B00000K2GB	1,50,0
B00000K2GD	1,45,0
B00000K2GI	2,165,0
B00000K2GJ	1,44,1
B00000K2R4	6,829,0
B00000K2R5	2,46,0
B00000K2R6	1,96,0
B00000K2R7	7,30,0
B00000K2R8	2,27,0
B00000K2R9	1,44,0
B00000K2RA	1,30,0
B00000K2X5	1,388,0
B00000K2XJ	1,25,0
B00000K2YD	7,26,0
B00000K39I	2,150,0
B00000K3DA	3,4,0
B00000K3DK	2,8,0
B00000K3DM	10,37,0
B00000K3Q2	3,20,0
B00000K3QV	8,36,0
B00000K3R6	1,29,0
B00000K3X9	10,331,1
B00000K3Y2	11,17,0
B00000K4AX	9,71,0
B00000K4BX	6,84,1
B00000K4C0	1,26,0
B00000K4C7	1,31,0
B00000K4C9	9,40,0
B00000K4CB	1,2,0
B00000K4CE	1,13,0
B00000K4CM	1,1,0
B00000K4CR	2,53,0
B00000K4CS	4,83,0
B00000K4CU	3,4,0
B00000K4CX	1,18,0
B00000K4CY	2,12,0
B00000K4D0	3,26,0
B00000K4D2	3,16,0
B00000K4D3	3,3,0
B00000K4D5	2,9,0
B00000K4D9	2,1,0
B00000K4DK	2,17,0
B00000K4DU	1,23,0
B00000K4DV	10,46,0
B00000K4DW	9,45,0
B00000K4DZ	7,6,0
B00000K4E1	2,213,0
B00000K4E3	2,6,0
B00000K4E4	1,1,0
B00000K4E7	8,3,0
B00000K4E9	1,5,0
B00000K4EC	5,54,0
B00000K4EI	1,37,0
B00000K4HE	8,11,0
B00000K4K4	8,19,0
B00000K4K5	8,2,0
B00000K4K7	1,14,0
B00000K4K8	3,6,0
B00000K4KA	8,17,0
B00000K4KC	8,44,0
B00000K4KJ	1,10,0
B00000K4KM	1,24,0
B00000K4KR	8,7,0
B00000K4KT	4,59,0
B00000K4KY	2,10,0
B00000K4L4	5,1,0
B00000K4L8	1,2,0
B00000K4LC	1,12,0
B00000K4LG	2,6,0
B00000K4LI	7,22,0
B00000K4LS	2,10,0
B00000K4MF	1,4,0
B00000K4ML	2,9,0
B00000K4MM	1,16,0
B00000K4R9	4,12,0
B00000K4SQ	1,4,0
B00000K4SU	1,4,0
B00000K4TP	2,24,3
B00000K4TQ	1,47,2
B00000K4TR	1,4,0
B00000K4TU	1,3,0
B00000K4TV	1,114,0
B00000K4TX	4,13,0
B00000K4XG	1,4,0
B00000K4XW	1,4,0
B00000K4Y2	1,3,0
B00000K4Y7	5,42,0
B00000K4YE	2,7,0
B00000K4YF	1,12,0
B00000K4YJ	1,24,0
B00000K50S	10,43,0
B00000K50T	2,11,0
B00000K50Z	6,47,0
B00000K510	7,4,0
B00000K511	1,5,0
B00000K514	1,74,0
B00000K518	1,26,0
B00000K51C	1,10,0
B00000K57N	1,17,0
B00000K57P	2,15,0
B00000K57S	11,30,0
B00000K58S	7,10,0
B00000K594	6,10,0
B00000K599	10,13,0
B00000K5D8	9,55,0
B00000PLUW	1,242,1
B00000SWOY	1,22,0
B00000SZZV	1,42,0
B00000T94P	1,38,0
B00000TBQQ	2,29,0
B00000TFLN	1,3,0
B00001IVB3	3,4,0
B00001IVB4	11,141,0
B00001IVB6	3,29,0
B00001IVB8	2,20,0
B00001IVBA	2,11,0
B00001IVCC	2,62,0
B00001IVGE	9,39,0
B00001IVLY	11,263,0
B00001IVR8	4,13,0
B00001IVR9	8,104,0
B00001IVRD	3,569,0
B00001IVU8	9,25,0
B00001IVUB	3,12,0
B00001IVUC	2,13,0
B00001IVUN	1,4,0
B00001IVUO	5,16,0
B00001IVWH	3,5,0
B00001JTEW	3,7,0
B00001JZMQ	3,2,0
B00001KHPX	3,10,0
B00001KN0C	3,8,0
B00001KPYS	3,16,0
B00001KRTG	8,6,0
B00001KUII	10,233,0
B00001L2BT	2,23,0
B00001L5TD	9,5,0
B00001LAE2	2,87,0
B00001LC25	4,37,0
B00001LCD6	4,8,0
B00001LCD8	2,4,0
B00001LCD9	4,22,0
B00001LCDB	3,23,0
B00001LCDC	5,6,0
B00001LCDD	9,14,0
B00001LCDF	4,42,0
B00001LCDG	3,4,0
B00001LCDH	4,45,0
B00001LCDI	4,5,0
B00001LCDK	1,19,0
B00001LCDM	3,50,0
B00001LCDP	2,107,0
B00001LDBR	3,23,0
B00001LDBT	2,15,0
B00001LDBU	2,18,0
B00001LDBV	8,60,0
B00001LDBW	6,7,0
B00001LDBY	2,17,0
B00001LDBZ	3,52,0
B00001LDC1	8,80,0
B00001LDC2	3,23,0
B00001LDC3	2,3,0
B00001LDC4	1,4,0
B00001LDC5	3,17,0
B00001LDC7	4,21,0
B00001LDC8	2,64,0
B00001LDC9	1,11,0
B00001LDCC	2,27,0
B00001LDCD	1,153,0
B00001LDCF	4,5,0
B00001LDCN	5,4,0
B00001LDD4	2,1,0
B00001LDD5	2,2,0
B00001LDDB	2,1,0
B00001N2M5	3,2,0
B00001N2M9	10,17,0
B00001N2MI	4,7,0
B00001N2ML	3,13,0
B00001N2MM	9,5,0
B00001N2MP	3,2,0
B00001N2MT	2,15,0
B00001N2MU	9,3,0
B00001N2N6	4,1,0
B00001N2OE	7,2,0
B00001N2OM	7,52,0
B00001N2OQ	1,8,0
B00001N2OU	3,50,0
B00001N2P5	3,13,0
B00001NFQW	4,2,0
B00001NFRP	1,10,0
B00001NFRQ	3,30,0
B00001NFS5	4,54,0
B00001NFSC	2,1,0
B00001NFSW	3,2,0
B00001NFSY	9,28,0
B00001NFSZ	2,4,0
B00001NFTS	8,13,0
B00001NFTY	3,4,0
B00001NFUA	3,26,0
B00001NFUZ	4,8,0
B00001NFV4	3,2,0
B00001NFVB	3,8,0
B00001NFVF	2,6,0
B00001NFVI	3,12,0
B00001NFVK	1,35,0
B00001NTGW	8,5,0
B00001NTRZ	4,5,0
B00001NTSG	4,36,0
B00001NTSH	3,2,0
B00001NTSI	5,1,0
B00001NTSN	10,35,0
B00001NTSO	5,105,0
B00001O36L	2,6,0
B00001OHC1	1,69,0
B00001OHDA	1,13,0
B00001OHE7	2,2,0
B00001OPJB	2,14,0
B00001OPJD	4,18,0
B00001OPJE	7,8,0
B00001OPJG	1,6,0
B00001OPJK	5,7,0
B00001OPJN	7,7,0
B00001OPJO	4,3,0
B00001OWYK	2,25,0
B00001OWYL	2,16,0
B00001OWYN	2,85,0
B00001OWYP	2,12,0
B00001OWYW	1,266,0
