main_category,time_period,average_rating,rating_count,month,year
All Electronics,2020-08,3.9533674121405755,8003,Aug,2020
All Electronics,2020-09,3.9937492043284535,7611,Sep,2020
All Electronics,2020-10,3.926623453152622,8128,Oct,2020
All Electronics,2020-11,3.8938748495788205,7021,Nov,2020
All Electronics,2020-12,3.9699520383693048,10286,Dec,2020
All Electronics,2021-01,4.001824239900041,12516,Jan,2021
All Electronics,2021-02,3.9010039805395844,9755,Feb,2021
All Electronics,2021-03,3.921142061281337,12059,Mar,2021
All Electronics,2021-04,3.8691461890878798,10377,Apr,2021
All Electronics,2021-05,3.8674346257889987,8607,May,2021
All Electronics,2021-06,3.8591537761601455,7872,Jun,2021
All Electronics,2021-07,3.874684444444445,7967,Jul,2021
All Electronics,2021-08,3.8436827195467425,7065,Aug,2021
All Electronics,2021-09,3.807282104177411,5921,Sep,2021
All Electronics,2021-10,3.7767111770524235,5897,Oct,2021
All Electronics,2021-11,3.7295079522862826,5647,Nov,2021
All Electronics,2021-12,3.762559934985778,8324,Dec,2021
All Electronics,2022-01,3.8126628283555233,10781,Jan,2022
All Electronics,2022-02,3.7583326244151425,7848,Feb,2022
All Electronics,2022-03,3.8068401639344263,8354,Mar,2022
All Electronics,2022-04,3.802374624946421,7642,Apr,2022
All Electronics,2022-05,3.755403477485511,7017,May,2022
All Electronics,2022-06,3.7906089743589746,6533,Jun,2022
All Electronics,2022-07,3.807818109293977,7926,Jul,2022
All Electronics,2022-08,3.8717700112739575,9016,Aug,2022
All Electronics,2022-09,3.814530516431925,7941,Sep,2022
All Electronics,2022-10,3.889188149288188,8684,Oct,2022
All Electronics,2022-11,3.8966271721958927,9548,Nov,2022
All Electronics,2022-12,3.8994994857730547,10828,Dec,2022
All Electronics,2023-01,3.9056845700093135,12582,Jan,2023
All Electronics,2023-02,3.8243190094683177,9038,Feb,2023
All Electronics,2023-03,3.9153621730382295,11327,Mar,2023
All Electronics,2023-04,3.84640522875817,7105,Apr,2023
All Electronics,2023-05,3.890779761904762,3928,May,2023
All Electronics,2023-06,3.7895121951219517,2540,Jun,2023
All Electronics,2023-07,3.9488632162661736,2064,Jul,2023
All Electronics,2023-08,3.980288944723618,1402,Aug,2023
All Electronics,2023-09,4.090543478260869,101,Sep,2023
Cell Phone & Camera w. Accessories,2002-10,3.4,5,Oct,2002
Cell Phone & Camera w. Accessories,2002-12,3.0,1,Dec,2002
Cell Phone & Camera w. Accessories,2003-03,2.0,1,Mar,2003
Cell Phone & Camera w. Accessories,2003-05,5.0,1,May,2003
Cell Phone & Camera w. Accessories,2006-02,4.0,1,Feb,2006
Cell Phone & Camera w. Accessories,2007-01,4.333333333333333,3,Jan,2007
Cell Phone & Camera w. Accessories,2007-05,5.0,1,May,2007
Cell Phone & Camera w. Accessories,2007-06,5.0,1,Jun,2007
Cell Phone & Camera w. Accessories,2007-07,4.0,1,Jul,2007
Cell Phone & Camera w. Accessories,2007-12,2.0,2,Dec,2007
Cell Phone & Camera w. Accessories,2008-01,3.1666666666666665,4,Jan,2008
Cell Phone & Camera w. Accessories,2008-02,3.0,1,Feb,2008
Cell Phone & Camera w. Accessories,2008-04,5.0,1,Apr,2008
Cell Phone & Camera w. Accessories,2008-05,3.67,3,May,2008
Cell Phone & Camera w. Accessories,2008-06,3.0,2,Jun,2008
Cell Phone & Camera w. Accessories,2008-07,4.5,2,Jul,2008
Cell Phone & Camera w. Accessories,2008-08,4.0,1,Aug,2008
Cell Phone & Camera w. Accessories,2008-09,5.0,1,Sep,2008
Cell Phone & Camera w. Accessories,2008-10,1.0,1,Oct,2008
Cell Phone & Camera w. Accessories,2008-11,1.0,3,Nov,2008
Cell Phone & Camera w. Accessories,2008-12,3.6666666666666665,4,Dec,2008
Cell Phone & Camera w. Accessories,2009-01,3.5566666666666666,6,Jan,2009
Cell Phone & Camera w. Accessories,2009-02,1.0,1,Feb,2009
Cell Phone & Camera w. Accessories,2009-03,1.0,1,Mar,2009
Cell Phone & Camera w. Accessories,2009-04,3.0,2,Apr,2009
Cell Phone & Camera w. Accessories,2009-06,5.0,3,Jun,2009
Cell Phone & Camera w. Accessories,2009-07,5.0,2,Jul,2009
Cell Phone & Camera w. Accessories,2009-08,4.5,2,Aug,2009
Cell Phone & Camera w. Accessories,2009-09,1.0,3,Sep,2009
Cell Phone & Camera w. Accessories,2009-10,3.6,5,Oct,2009
Cell Phone & Camera w. Accessories,2009-11,5.0,1,Nov,2009
Cell Phone & Camera w. Accessories,2009-12,1.375,5,Dec,2009
Cell Phone & Camera w. Accessories,2010-01,4.0,7,Jan,2010
Cell Phone & Camera w. Accessories,2010-02,4.454545454545454,18,Feb,2010
Cell Phone & Camera w. Accessories,2010-03,3.5,7,Mar,2010
Cell Phone & Camera w. Accessories,2010-04,2.5833333333333335,8,Apr,2010
Cell Phone & Camera w. Accessories,2010-05,3.5,4,May,2010
Cell Phone & Camera w. Accessories,2010-06,3.5,2,Jun,2010
Cell Phone & Camera w. Accessories,2010-07,3.6666666666666665,3,Jul,2010
Cell Phone & Camera w. Accessories,2010-08,1.0,1,Aug,2010
Cell Phone & Camera w. Accessories,2010-09,2.0,2,Sep,2010
Cell Phone & Camera w. Accessories,2010-10,4.333333333333333,3,Oct,2010
Cell Phone & Camera w. Accessories,2010-11,2.0,2,Nov,2010
Cell Phone & Camera w. Accessories,2010-12,3.3333333333333335,3,Dec,2010
Cell Phone & Camera w. Accessories,2011-01,4.25,9,Jan,2011
Cell Phone & Camera w. Accessories,2011-02,3.6666666666666665,3,Feb,2011
Cell Phone & Camera w. Accessories,2011-03,2.5,2,Mar,2011
Cell Phone & Camera w. Accessories,2011-04,3.3333333333333335,3,Apr,2011
Cell Phone & Camera w. Accessories,2011-05,3.0,2,May,2011
Cell Phone & Camera w. Accessories,2011-06,3.44,9,Jun,2011
Cell Phone & Camera w. Accessories,2011-07,3.375,5,Jul,2011
Cell Phone & Camera w. Accessories,2011-08,4.335,4,Aug,2011
Cell Phone & Camera w. Accessories,2011-09,3.5,7,Sep,2011
Cell Phone & Camera w. Accessories,2011-10,3.835,4,Oct,2011
Cell Phone & Camera w. Accessories,2011-11,4.0,2,Nov,2011
Cell Phone & Camera w. Accessories,2011-12,5.0,2,Dec,2011
Cell Phone & Camera w. Accessories,2012-01,4.033333333333333,14,Jan,2012
Cell Phone & Camera w. Accessories,2012-02,3.98,14,Feb,2012
Cell Phone & Camera w. Accessories,2012-03,3.508,15,Mar,2012
Cell Phone & Camera w. Accessories,2012-04,3.857142857142857,13,Apr,2012
Cell Phone & Camera w. Accessories,2012-05,4.08875,16,May,2012
Cell Phone & Camera w. Accessories,2012-06,4.332857142857143,16,Jun,2012
Cell Phone & Camera w. Accessories,2012-07,3.714,31,Jul,2012
Cell Phone & Camera w. Accessories,2012-08,3.8923076923076922,42,Aug,2012
Cell Phone & Camera w. Accessories,2012-09,4.235833333333333,24,Sep,2012
Cell Phone & Camera w. Accessories,2012-10,4.189,24,Oct,2012
Cell Phone & Camera w. Accessories,2012-11,4.319166666666667,27,Nov,2012
Cell Phone & Camera w. Accessories,2012-12,3.9723333333333333,69,Dec,2012
Cell Phone & Camera w. Accessories,2013-01,4.097333333333333,139,Jan,2013
Cell Phone & Camera w. Accessories,2013-02,3.8083333333333336,128,Feb,2013
Cell Phone & Camera w. Accessories,2013-03,4.2,174,Mar,2013
Cell Phone & Camera w. Accessories,2013-04,4.046086956521739,159,Apr,2013
Cell Phone & Camera w. Accessories,2013-05,4.175714285714285,226,May,2013
Cell Phone & Camera w. Accessories,2013-06,4.1171428571428565,203,Jun,2013
Cell Phone & Camera w. Accessories,2013-07,4.496,225,Jul,2013
Cell Phone & Camera w. Accessories,2013-08,3.9804761904761907,218,Aug,2013
Cell Phone & Camera w. Accessories,2013-09,4.313125,181,Sep,2013
Cell Phone & Camera w. Accessories,2013-10,4.1049999999999995,184,Oct,2013
Cell Phone & Camera w. Accessories,2013-11,4.313125,164,Nov,2013
Cell Phone & Camera w. Accessories,2013-12,3.7920689655172413,219,Dec,2013
Cell Phone & Camera w. Accessories,2014-01,4.1191489361702125,259,Jan,2014
Cell Phone & Camera w. Accessories,2014-02,3.838222222222222,223,Feb,2014
Cell Phone & Camera w. Accessories,2014-03,4.128181818181818,197,Mar,2014
Cell Phone & Camera w. Accessories,2014-04,4.06,150,Apr,2014
Cell Phone & Camera w. Accessories,2014-05,3.8638235294117647,148,May,2014
Cell Phone & Camera w. Accessories,2014-06,3.733103448275862,142,Jun,2014
Cell Phone & Camera w. Accessories,2014-07,4.327021276595745,219,Jul,2014
Cell Phone & Camera w. Accessories,2014-08,4.10860465116279,208,Aug,2014
Cell Phone & Camera w. Accessories,2014-09,3.9668292682926825,176,Sep,2014
Cell Phone & Camera w. Accessories,2014-10,4.0974,230,Oct,2014
Cell Phone & Camera w. Accessories,2014-11,4.130833333333333,181,Nov,2014
Cell Phone & Camera w. Accessories,2014-12,4.251964285714286,234,Dec,2014
Cell Phone & Camera w. Accessories,2015-01,4.044576271186441,247,Jan,2015
Cell Phone & Camera w. Accessories,2015-02,3.9267241379310347,234,Feb,2015
Cell Phone & Camera w. Accessories,2015-03,4.032857142857143,232,Mar,2015
Cell Phone & Camera w. Accessories,2015-04,3.622448979591837,204,Apr,2015
Cell Phone & Camera w. Accessories,2015-05,4.061428571428571,175,May,2015
Cell Phone & Camera w. Accessories,2015-06,4.212631578947368,182,Jun,2015
Cell Phone & Camera w. Accessories,2015-07,4.060535714285714,161,Jul,2015
Cell Phone & Camera w. Accessories,2015-08,3.9902941176470583,174,Aug,2015
Cell Phone & Camera w. Accessories,2015-09,4.028153846153846,173,Sep,2015
Cell Phone & Camera w. Accessories,2015-10,4.349298245614035,143,Oct,2015
Cell Phone & Camera w. Accessories,2015-11,4.051458333333334,153,Nov,2015
Cell Phone & Camera w. Accessories,2015-12,3.944032258064516,176,Dec,2015
Cell Phone & Camera w. Accessories,2016-01,4.1475,236,Jan,2016
Cell Phone & Camera w. Accessories,2016-02,4.045147058823529,166,Feb,2016
Cell Phone & Camera w. Accessories,2016-03,4.113972602739726,177,Mar,2016
Cell Phone & Camera w. Accessories,2016-04,4.314193548387097,136,Apr,2016
Cell Phone & Camera w. Accessories,2016-05,4.104464285714285,135,May,2016
Cell Phone & Camera w. Accessories,2016-06,4.0225,181,Jun,2016
Cell Phone & Camera w. Accessories,2016-07,4.072117647058824,208,Jul,2016
Cell Phone & Camera w. Accessories,2016-08,3.9747500000000002,237,Aug,2016
Cell Phone & Camera w. Accessories,2016-09,4.077160493827161,230,Sep,2016
Cell Phone & Camera w. Accessories,2016-10,4.185897435897436,202,Oct,2016
Cell Phone & Camera w. Accessories,2016-11,3.934189189189189,192,Nov,2016
Cell Phone & Camera w. Accessories,2016-12,4.0336842105263155,398,Dec,2016
Cell Phone & Camera w. Accessories,2017-01,4.148534482758621,393,Jan,2017
Cell Phone & Camera w. Accessories,2017-02,4.097623762376238,311,Feb,2017
Cell Phone & Camera w. Accessories,2017-03,4.063457943925234,401,Mar,2017
Cell Phone & Camera w. Accessories,2017-04,4.02967032967033,427,Apr,2017
Cell Phone & Camera w. Accessories,2017-05,4.048557692307693,440,May,2017
Cell Phone & Camera w. Accessories,2017-06,4.12,337,Jun,2017
Cell Phone & Camera w. Accessories,2017-07,4.056548672566372,363,Jul,2017
Cell Phone & Camera w. Accessories,2017-08,4.122678571428572,388,Aug,2017
Cell Phone & Camera w. Accessories,2017-09,4.138229166666666,387,Sep,2017
Cell Phone & Camera w. Accessories,2017-10,3.974336283185841,467,Oct,2017
Cell Phone & Camera w. Accessories,2017-11,4.097777777777778,590,Nov,2017
Cell Phone & Camera w. Accessories,2017-12,4.016222222222223,736,Dec,2017
Cell Phone & Camera w. Accessories,2018-01,4.094363636363637,1336,Jan,2018
Cell Phone & Camera w. Accessories,2018-02,3.986666666666667,974,Feb,2018
Cell Phone & Camera w. Accessories,2018-03,4.0318633540372675,1070,Mar,2018
Cell Phone & Camera w. Accessories,2018-04,3.958029197080292,806,Apr,2018
Cell Phone & Camera w. Accessories,2018-05,4.096842105263158,649,May,2018
Cell Phone & Camera w. Accessories,2018-06,4.035481481481481,704,Jun,2018
Cell Phone & Camera w. Accessories,2018-07,4.025666666666667,838,Jul,2018
Cell Phone & Camera w. Accessories,2018-08,4.061349206349207,847,Aug,2018
Cell Phone & Camera w. Accessories,2018-09,3.976923076923077,643,Sep,2018
Cell Phone & Camera w. Accessories,2018-10,3.9955555555555557,664,Oct,2018
Cell Phone & Camera w. Accessories,2018-11,4.155151515151515,632,Nov,2018
Cell Phone & Camera w. Accessories,2018-12,4.103666666666666,951,Dec,2018
Cell Phone & Camera w. Accessories,2019-01,4.048200836820084,1352,Jan,2019
Cell Phone & Camera w. Accessories,2019-02,4.1555029585798815,971,Feb,2019
Cell Phone & Camera w. Accessories,2019-03,4.141027027027027,998,Mar,2019
Cell Phone & Camera w. Accessories,2019-04,4.157733333333333,669,Apr,2019
Cell Phone & Camera w. Accessories,2019-05,4.060852272727273,686,May,2019
Cell Phone & Camera w. Accessories,2019-06,4.1342767295597485,761,Jun,2019
Cell Phone & Camera w. Accessories,2019-07,4.2836637931034485,1090,Jul,2019
Cell Phone & Camera w. Accessories,2019-08,4.266883720930233,888,Aug,2019
Cell Phone & Camera w. Accessories,2019-09,4.195,792,Sep,2019
Cell Phone & Camera w. Accessories,2019-10,4.2364556962025315,953,Oct,2019
Cell Phone & Camera w. Accessories,2019-11,4.300472103004291,928,Nov,2019
Cell Phone & Camera w. Accessories,2019-12,4.112293577981651,1730,Dec,2019
Cell Phone & Camera w. Accessories,2020-01,4.3116666666666665,2167,Jan,2020
Cell Phone & Camera w. Accessories,2020-02,4.187165109034268,1732,Feb,2020
Cell Phone & Camera w. Accessories,2020-03,4.160340909090909,1196,Mar,2020
Cell Phone & Camera w. Accessories,2020-04,4.11079295154185,1061,Apr,2020
Cell Phone & Camera w. Accessories,2020-05,4.086211180124224,1549,May,2020
Cell Phone & Camera w. Accessories,2020-06,4.107077464788732,1397,Jun,2020
Cell Phone & Camera w. Accessories,2020-07,4.146173633440514,1503,Jul,2020
Cell Phone & Camera w. Accessories,2020-08,4.118668941979522,1433,Aug,2020
