3473651559	0,21
381409011X	1,235
3815864844	1,7
3828770193	4,34
3841907946	1,102
3866810067	0,8
3866810342	0,2
3866810563	0,1
3866811047	0,3
3866811365	0,1
3866811632	1,2
3866811659	0,4
3866811713	0,3
3866813465	1,9
3866814429	1,9
3866816316	0,19
3898746917	0,8
3899565630	0,9
3929510901	1,1
3936336512	0,9
3937549064	0,8
396331043X	0,6
4041100445	0,49
4046046988	0,187
4046055707	0,743
404735886X	0,495
4062028247	1,7
406276640X	1,203
4063366081	0,1491
4063881016	0,9876
4065212448	1,783
4198647682	1,264
4403671217	0,63
4591153320	0,737
4795838135	0,36
479861582X	1,211
480022229X	1,81
4816351043	1,44
4832248472	1,54
4864423415	1,1931
487217903X	0,202
5040400284	1,5
5293009893	1,34
5542134653	1,15
5553288924	1,1
5555629524	0,4
5900901017	1,2
6055420740	1,6
6075691251	1,11835
6257266998	1,37
6300156451	1,276
630146561X	5,3205
630255943X	1,10302
6302768802	7,361
6302786924	1,491
6303154751	4,15481
6304202377	1,136
6304911750	1,372
6305365121	1,2330
6305963444	0,27534
6555871784	0,19351
6580506059	0,1054
658617502X	1,44
6588732120	1,6881
6819903650	0,29
7041947432	1,237
7100027950	34,1416
7108019833	0,1
7118021156	21,830
7293000642	0,3
7293000952	0,1
7293000960	0,35
730906478X	0,1
7505728083	1,10
7532466388	0,1
7537823413	1,5
7539908920	1,7
7542614444	1,2
7561321074	1,28
7800286169	34,1397
8172319258	1,1329
8380085868	1,21
8394078354	0,39
8418788380	0,53
8418788526	0,26
848083563X	1,44
8532522610	1,5982
8532604919	0,4240
8537631191	1,1927
8560960058	1,3300
8565000168	1,93
857325534X	0,1389
8575165305	1,2752
8586331031	1,6089
8599477226	1,315
8872822300	1,1036
8885720528	1,17
8891836915	1,1345
8894479749	0,6
8894957330	1,1
8898049013	1,157
8926396673	1,4498
8952709047	72,55
8972976199	1,1
8981652651	1,74
8990289432	1,12
8990289440	1,7
9056560190	1,5
9075078102	1,2
907843905X	1,70
9078439122	1,5
9078439149	1,17
9081335219	1,2
9113020730	1,27
9123797185	1,491
9123913215	1,145
9123913223	1,83
9124084107	1,3470
9129688310	1,19
918914306X	1,249
9189143485	1,51
9189143981	1,62
9198105663	1,156
9508702109	0,1
9572132148	0,6
9573499126	1,2
957699179X	0,2
9622643884	0,2
9625990674	1,159
9625990992	0,14
9625991085	0,1
9625991832	0,8
9625992413	0,4
9625992421	1,8
9625992480	0,2
9625993045	0,6
9628795368	0,1
9628887580	0,1
9629551462	1,16
9629858533	0,1
9629970740	0,3
9629971372	1,630
9657502152	1,33
9662909354	1,1
9671740294	1,462
968758100X	1,65
9735056216	0,1574
9750807502	1,4
9752300480	1,64
9752520235	0,4
9752933580	1,3
9752981917	1,4
9754187126	1,1979
9754585288	1,7
9755109234	0,4
9755334572	0,1
9755334602	1,14
9755391606	1,6
975539463X	37,13
9756083077	1,4
9756117060	0,1
9756176288	1,8
975679304X	1,1
9758496786	1,1
975857003X	1,1
9758648950	1,14
9758747843	1,1
975912307X	0,9
9759272245	1,1
9766379513	0,11
9782480851	1,34
9782905763	0,83
9802717355	1,56
9810185081	1,6657
9861007970	1,12
9861019731	1,487
9861040587	0,1
9861041680	0,2
9861043977	0,3
9861127380	1,1
9861173897	0,1
9861747192	1,6
9861765506	0,5
9861768858	0,2
987383320X	1,72
9876124080	1,906
9877471248	0,153
9882075355	6,29
9882077153	1,7
9882100848	1,9
9882155456	0,117
9888001167	1,9
988800171X	1,17
9927137249	1,4
9941154813	0,1
9944860212	1,3
9948155351	1,3
9960981304	1,63
999037855X	1,2
B000000DCE	0,36
B000002BNJ	0,6
B000002GEG	8,66
B000002T70	1,472
B000003SQQ	13,50
B000004067	1,8891
B0000061R7	1,244
B0000064PW	5,107
B000006OTB	13,18
B000006OVD	10,10
B000006OVE	14,152
B000006OVF	0,54
B000006OVG	14,16
B000006OVI	21,32
B000006OVJ	13,139
B000006OVK	13,49
B000006OVL	0,46
B000006OWR	13,23
B000006OWS	0,34
B000006OWT	0,40
B000006P0J	2,94
B000006P0K	12,176
B000006P0L	1,15
B000006P0M	1,53
B000006P0N	10,7
B000006P0P	4,21
B000006RGO	11,34
B000006RGP	9,53
B000006RGQ	11,108
B000006RGR	24,163
B000006RGS	59,196
B000007NJA	11,14
B000007NJB	9,6
B000007NJC	12,74
B000007NJD	15,15
B000007NJE	15,16
B0000082UI	1,326
B000008D28	1,44
B000009QCX	24,15
B000009QCY	11,7
B000009QCZ	14,13
B000009QD0	9,32
B000009QD1	0,52
B00000DFE7	1,62
B00000DMAB	16,3
B00000DMAC	16,7
B00000DMAD	23,67
B00000DMAE	0,53
B00000DMAG	27,10
B00000DMAH	22,43
B00000DMAI	19,263
B00000DMAM	22,36
B00000DMAN	18,42
B00000DMAO	31,199
B00000DMAP	11,59
B00000DMAQ	34,712
B00000DMAR	30,497
B00000DMAT	40,1063
B00000DMAU	27,209
B00000DMAV	36,139
B00000DMAW	0,28
B00000DMAX	31,1065
B00000DMAZ	15,36
B00000DMB2	46,386
B00000DMB3	53,1623
B00000DMB4	26,162
B00000DMB5	33,173
B00000DMB6	42,240
B00000DMB7	10,22
B00000EF8B	1,5
B00000F1GM	39,1667
B00000F1GS	40,60
B00000G16I	21,132
B00000G2OP	22,16
B00000I1B6	36,18
B00000I1B7	0,16
B00000I1B8	37,118
B00000I1BB	28,243
B00000I1BC	0,13
B00000I1BD	33,9
B00000I1BE	12,113
B00000I1BF	33,741
B00000I1BG	38,153
B00000I1BH	28,14
B00000I1BI	34,12
B00000I1BJ	41,203
B00000I1BM	14,3
B00000I1BN	32,55
B00000I1BO	28,25
B00000I1BP	30,52
B00000I1BS	11,186
B00000I1BT	32,115
B00000I1BV	38,62
B00000I1BX	57,104
B00000I1BY	32,339
B00000I1BZ	11,126
B00000I1C2	31,68
B00000I1C3	10,43
B00000ID60	13,233
B00000IFKV	11,4
B00000IFKW	15,42
B00000IFRG	12,23
B00000IFRI	10,407
B00000IG80	0,6
B00000IGZM	10,49
B00000IH04	0,26
B00000IJLQ	15,13
B00000IJVY	9,38
B00000IKCG	16,43
B00000IKQD	15,22
B00000IM2T	16,186
B00000IMNB	18,50
B00000INQO	13,19
B00000INQP	2,1
B00000INQQ	11,3
B00000INR0	27,14
B00000INR2	9,1715
B00000IODY	33,197
B00000IOQV	16,10
B00000IPDS	35,91
B00000IPEE	10,53
B00000IPJM	0,65
B00000IQ2S	12,14
B00000IQPW	32,15
B00000IV94	4,3
B00000IVUR	1,19
B00000IVZN	8,103
B00000IWGB	5,26
B00000IWIW	28,38
B00000IWIZ	19,7
B00000IWYR	2,43
B00000IWYT	9,236
B00000IWYU	2,28
B00000IXFV	13,5
B00000IXFW	2,2
B00000IYEQ	39,982
B00000IYER	53,835
B00000IZ7Q	46,52
B00000IZ8A	41,244
B00000J2OO	43,333
B00000J2W7	38,818
B00000J6GR	11,34
B00000J6GS	14,11
B00000J6GT	12,18
B00000J6GU	15,15
B00000J96T	11,5
B00000J96V	11,54
B00000J96X	13,12
B00000J972	9,7
B00000J98X	16,66
B00000J9J6	12,13
B00000J9J9	24,555
B00000J9JI	13,87
B00000JBJI	11,23
B00000JBL1	1,12
B00000JBUQ	0,7
B00000JBUU	1,4
B00000JBXB	2,3
B00000JD79	2,9
B00000JDDY	4,27
B00000JDFT	4,51
B00000JDG3	20,4
B00000JDG9	4,9
B00000JDJ0	2,3
B00000JDJ1	1,1
B00000JDJ2	8,2
B00000JFBR	1,2
B00000JFBS	4,6
B00000JFC6	13,29
B00000JHPD	4,205
B00000JHPN	35,170
B00000JHPT	15,113
B00000JIUG	12,117
B00000JKLV	14,12
B00000JKMB	1,13
B00000JKMC	1,12
B00000JL6S	1,9
B00000JL76	7,1
B00000JLAQ	8,9
B00000JLAX	9,1
B00000JLB5	0,14
B00000JLPC	15,28
B00000JLQU	14,16
B00000JLQV	5,7
B00000JLQX	14,31
B00000JLQY	12,20
B00000JLR5	2,3
B00000JLR6	9,1
B00000JLRD	14,19
B00000JLRQ	13,6
B00000JMWB	11,50
B00000JNHJ	35,239
B00000JPPI	14,5142
B00000JQ0V	35,128
B00000JQQH	36,128
B00000JQQJ	30,51
B00000JRSB	32,1631
B00000JRSN	1,11
B00000JRT2	14,47
B00000JWGM	14,25
B00000JWGO	0,23
B00000JX33	14,2
B00000K0DJ	14,50
B00000K10H	35,24
B00000K10O	38,71
B00000K10U	46,123
B00000K115	16,38
B00000K117	42,65
B00000K119	36,26
B00000K11D	39,29
B00000K11N	12,26
B00000K11O	14,41
B00000K122	7,10
B00000K125	33,187
B00000K13B	1,14
B00000K13E	1,14
B00000K13G	0,1
B00000K13J	0,6
B00000K13K	1,62
B00000K1AF	34,189
B00000K1V2	31,55
B00000K1V3	36,14
B00000K1V7	17,43
B00000K1VA	48,269
B00000K1VB	15,3
B00000K1VC	28,17
B00000K1VE	37,188
B00000K1VG	11,57
B00000K1VH	15,12
B00000K1VJ	9,42
B00000K1VK	11,235
B00000K1VM	42,11
B00000K1VO	28,9
B00000K1VQ	13,5
B00000K1W9	7,13
B00000K1WR	1,5
B00000K1WX	0,1
B00000K1X1	0,3
B00000K1X4	1,6
B00000K1X7	19,11
B00000K1XF	20,52
B00000K1XN	30,44
B00000K1XP	39,26
B00000K1XU	29,32
B00000K2G7	16,159
B00000K2G9	32,75
B00000K2GB	9,50
B00000K2GD	36,45
B00000K2GI	11,165
B00000K2GJ	16,44
B00000K2R4	25,829
B00000K2R5	1,46
B00000K2R6	1,96
B00000K2R7	4,30
B00000K2R8	1,27
B00000K2R9	1,44
B00000K2RA	0,30
B00000K2X5	34,388
B00000K2XJ	45,25
B00000K2YD	30,26
B00000K39I	12,150
B00000K3DA	19,4
B00000K3DK	19,8
B00000K3DM	22,37
B00000K3Q2	28,20
B00000K3QV	18,36
B00000K3R6	0,29
B00000K3X9	40,331
B00000K3Y2	31,17
B00000K4AX	31,71
B00000K4BX	36,84
B00000K4C0	27,26
B00000K4C7	32,31
B00000K4C9	41,40
B00000K4CB	0,2
B00000K4CE	14,13
B00000K4CM	0,1
B00000K4CR	1,53
B00000K4CS	18,83
B00000K4CU	6,4
B00000K4CX	2,18
B00000K4CY	7,12
B00000K4D0	50,26
B00000K4D2	10,16
B00000K4D3	13,3
B00000K4D5	23,9
B00000K4D9	12,1
B00000K4DK	20,17
B00000K4DU	0,23
B00000K4DV	24,46
B00000K4DW	25,45
B00000K4DZ	18,6
B00000K4E1	5,213
B00000K4E3	0,6
B00000K4E4	1,1
B00000K4E7	18,3
B00000K4E9	0,5
B00000K4EC	11,54
B00000K4EI	0,37
B00000K4HE	15,11
B00000K4K4	26,19
B00000K4K5	19,2
B00000K4K7	0,14
B00000K4K8	7,6
B00000K4KA	21,17
B00000K4KC	27,44
B00000K4KJ	0,10
B00000K4KM	2,24
B00000K4KR	21,7
B00000K4KT	14,59
B00000K4KY	4,10
B00000K4L4	0,1
B00000K4L8	1,2
B00000K4LC	1,12
B00000K4LG	0,6
B00000K4LI	15,22
B00000K4LS	4,10
B00000K4MF	0,4
B00000K4ML	19,9
B00000K4MM	0,16
B00000K4R9	1,12
B00000K4SQ	0,4
B00000K4SU	1,4
B00000K4TP	24,24
B00000K4TQ	21,47
B00000K4TR	2,4
B00000K4TU	0,3
B00000K4TV	0,114
B00000K4TX	0,13
B00000K4XG	0,4
B00000K4XW	0,4
B00000K4Y2	1,3
B00000K4Y7	1,42
B00000K4YE	37,7
B00000K4YF	1,12
B00000K4YJ	1,24
B00000K50S	34,43
B00000K50T	31,11
B00000K50Z	21,47
B00000K510	14,4
B00000K511	1,5
B00000K514	28,74
B00000K518	19,26
B00000K51C	4,10
B00000K57N	13,17
B00000K57P	6,15
B00000K57S	31,30
B00000K58S	19,10
B00000K594	18,10
B00000K599	8,13
B00000K5D8	29,55
B00000PLUW	15,242
B00000SWOY	1,22
B00000SZZV	0,42
B00000T94P	1,38
B00000TBQQ	0,29
B00000TFLN	1,3
B00001IVB3	2,4
B00001IVB4	0,141
B00001IVB6	15,29
B00001IVB8	15,20
B00001IVBA	1,11
B00001IVCC	33,62
B00001IVGE	21,39
B00001IVLY	19,263
B00001IVR8	17,13
B00001IVR9	22,104
B00001IVRD	9,569
B00001IVU8	19,25
B00001IVUB	4,12
B00001IVUC	4,13
B00001IVUN	4,4
B00001IVUO	21,16
B00001IVWH	4,5
B00001JTEW	27,7
B00001JZMQ	2,2
B00001KHPX	13,10
B00001KN0C	11,8
B00001KPYS	17,16
B00001KRTG	15,6
B00001KUII	20,233
B00001L2BT	6,23
B00001L5TD	18,5
B00001LAE2	20,87
B00001LC25	18,37
B00001LCD6	21,8
B00001LCD8	1,4
B00001LCD9	21,22
B00001LCDB	27,23
B00001LCDC	17,6
B00001LCDD	4,14
B00001LCDF	22,42
B00001LCDG	2,4
B00001LCDH	23,45
B00001LCDI	13,5
B00001LCDK	19,19
B00001LCDM	17,50
B00001LCDP	1,107
B00001LDBR	16,23
B00001LDBT	15,15
B00001LDBU	14,18
B00001LDBV	16,60
B00001LDBW	19,7
B00001LDBY	15,17
B00001LDBZ	15,52
B00001LDC1	16,80
B00001LDC2	12,23
B00001LDC3	16,3
B00001LDC4	19,4
B00001LDC5	7,17
B00001LDC7	18,21
B00001LDC8	18,64
B00001LDC9	15,11
B00001LDCC	20,27
B00001LDCD	30,153
B00001LDCF	15,5
B00001LDCN	5,4
B00001LDD4	15,1
B00001LDD5	8,2
B00001LDDB	1,1
B00001N2M5	1,2
B00001N2M9	25,17
B00001N2MI	4,7
B00001N2ML	16,13
B00001N2MM	15,5
B00001N2MP	17,2
B00001N2MT	1,15
B00001N2MU	25,3
B00001N2N6	0,1
B00001N2OE	22,2
B00001N2OM	33,52
B00001N2OQ	17,8
B00001N2OU	19,50
B00001N2P5	11,13
B00001NFQW	2,2
B00001NFRP	13,10
B00001NFRQ	6,30
B00001NFS5	27,54
B00001NFSC	1,1
B00001NFSW	23,2
B00001NFSY	7,28
B00001NFSZ	12,4
B00001NFTS	10,13
B00001NFTY	22,4
B00001NFUA	21,26
B00001NFUZ	30,8
B00001NFV4	0,2
B00001NFVB	52,8
B00001NFVF	0,6
B00001NFVI	14,12
B00001NFVK	24,35
B00001NTGW	17,5
B00001NTRZ	20,5
B00001NTSG	16,36
B00001NTSH	0,2
B00001NTSI	27,1
B00001NTSN	21,35
B00001NTSO	35,105
B00001O36L	0,6
B00001OHC1	32,69
B00001OHDA	35,13
B00001OHE7	2,2
B00001OPJB	1,14
B00001OPJD	35,18
B00001OPJE	35,8
B00001OPJG	1,6
B00001OPJK	17,7
B00001OPJN	17,7
B00001OPJO	1,3
B00001OWYK	17,25
B00001OWYL	23,16
B00001OWYN	17,85
B00001OWYP	6,12
B00001OWYW	12,266
B00001OWYX	9,34
B00001OX1O	8,5
B00001OX3H	2,5
B00001OX3M	30,10
B00001OX3R	29,18
B00001OX3S	20,33
B00001OX3U	19,19
B00001OX3V	20,3
B00001OX3X	18,7
B00001OX3Y	1,10
B00001OX3Z	22,3
B00001OX40	1,4
B00001OX43	18,6
B00001OX4H	1,98
B00001OX4N	17,13
B00001OX4R	9,9
B00001OX4T	30,104
B00001OX4W	1,38
B00001P4QN	35,25
B00001P4VP	11,9
B00001P4Y6	39,50
B00001P4Y9	29,32
B00001P4YN	1,3
B00001QECH	7,10
B00001QECO	30,31
B00001QECQ	12,21
B00001QECT	0,5
B00001QECX	30,46
B00001QED2	30,252
B00001QED5	26,57
B00001QEEP	5,18
B00001QEOZ	1,2
B00001QEP3	11,8
B00001QEP5	16,7
B00001QEP6	20,13
B00001QEP7	9,13
B00001QEP9	29,18
B00001QEPC	74,15
B00001QEPG	35,10
B00001QEPQ	26,10
B00001QEPR	37,12
B00001QEPV	16,26
B00001QEPY	2,6
B00001QEQ1	1,5
B00001QEQ8	22,69
B00001QEQB	34,10
B00001QEQD	10,2
B00001QEQL	30,56
B00001QEQQ	2,10
B00001QEQS	16,7
B00001QEQW	25,2
B00001QEQX	0,1
B00001QEQZ	16,23
B00001QER6	2,9
B00001QER9	30,124
B00001QERC	3,8
B00001QERD	3,8
B00001QERH	17,12
B00001QERI	18,23
B00001QERM	31,15
B00001QERO	0,1
B00001QERR	17,11
B00001QERU	9,25
B00001QERY	0,103
B00001QES0	24,45
B00001QES1	14,221
B00001QHVS	25,35
B00001QHW5	15,2
B00001QHW7	13,3
B00001QHW9	29,270
B00001QHWI	29,7
B00001QHWM	11,53
B00001QHWT	15,18
B00001QHX0	9,25
B00001QHX6	17,2
B00001QHXE	25,52
B00001QHXS	7,23
B00001QHXZ	33,36
B00001QHY4	15,25
B00001QHY6	17,32
B00001QHYA	18,7
B00001QHYJ	16,4
B00001QHYM	21,3
B00001R3Q3	0,1
B00001R3Q7	1,1
B00001R3QN	0,1
B00001R3X7	16,9
B00001R3XC	1,6
B00001R3XK	28,26
B00001SHGB	0,4
B00001SHII	4,2
B00001SHJR	2,1
B00001SHM5	1,4
B00001SHMP	25,7
B00001SHMV	30,7
B00001SHMX	0,1
B00001SHMY	0,2
B00001SHN2	0,5
B00001SHN4	13,3
B00001SHN5	0,2
B00001SHN6	17,14
B00001SHN8	20,9
B00001SHNA	2,2
B00001SHNG	36,122
B00001SHNL	39,7
B00001SHNO	4,1
B00001SHOC	43,6
B00001SHOF	26,7
B00001SHOK	16,11
B00001SHON	39,41
B00001SVDE	15,4
B00001SVE2	26,13
B00001SVE6	22,18
B00001SVEC	6,4
B00001SVI4	15,12
B00001SVI8	0,18
B00001SVI9	17,31
B00001T37S	40,26
B00001TQ0R	0,2
B00001TZYA	36,131
B00001TZYB	25,113
B00001TZYD	14,53
B00001TZYF	9,32
B00001TZYG	19,4
B00001W0DY	17,8
B00001W0E2	10,11
B00001W0E6	24,21
B00001W0EA	0,32
B00001W0H6	2,10
B00001W0HB	9,9
B00001W0HL	19,12
B00001W0IY	1,2
B00001W0J6	12,28
B00001W0J7	0,8
B00001W0JA	1,5
B00001W0JE	1,3
B00001WBQ9	4,8
B00001WQHN	1,75
B00001WQHO	0,41
B00001WQHQ	1,26
B00001WQHU	1,51
B00001WQHX	0,36
B00001WQI5	1,64
B00001WQIP	16,60
B00001WQIR	15,39
B00001WQIS	21,49
B00001WQIT	21,29
B00001WQIY	1,23
B00001WQJ0	0,4
B00001WRHW	1,7
B00001WRIM	1,12
B00001WRIU	3,5
B00001WRIY	1,42
B00001WRJ1	0,21
B00001WRJ6	0,1
B00001WRJE	1,3
B00001WRJM	1,17
B00001WRJO	0,110
B00001WROT	3,1
B00001WROX	7,2
B00001WRSK	1,24
B00001WRSN	4,29
B00001WRSO	10,22
B00001WRT0	22,15
B00001WRT2	5,54
B00001X4Z3	15,26
B00001X4Z4	9,12
B00001X4ZF	20,11
B00001X50J	37,15
B00001X50L	12,116
B00001X50M	29,638
B00001X50N	9,27
B00001X50Q	59,17
B00001X50U	35,26
B00001X50Y	13,43
B00001X53P	1,7
B00001X5BE	39,28
B00001X5BU	39,77
B00001X5C1	0,14
B00001X5C3	15,141
B00001X5C5	2,20
B00001X5C7	4,15
B00001X5CE	4,18
B00001X5CG	19,67
B00001X5CL	26,3
B00001X5CP	18,1
B00001XDJY	3,8
B00001XDJZ	41,46
B00001XDK0	14,14
B00001XDK3	26,3
B00001XDK5	28,189
