All Electronics,1999,negative,"{\"product\":1,\"racing\":1,\"wheel\":1,\"hp\":1,\"interact\":1,\"reviewer\":1,\"angry\":1,\"quality\":1,\"receiving\":1,\"provide\":1,\"pavilion\":1,\"response\":1,\"buying\":1,\"exists\":1,\"v3\":1,\"support\":1,\"experienced\":1,\"customer\":1}",1
Computers,2012,neutral,"{\"recomendar\":1,\"excelente\":3,\"lo\":5,\"envoltura\":1,\"producto\":2,\"type\":1,\"sony\":2,\"playstation\":2,\"review\":1,\"recomendado\":1,\"funciona\":2,\"tal\":1,\"como\":1,\"vendedor\":1,\"describio\":1,\"el\":2,\"llego\":1,\"2\":2,\"cual\":1,\"tiempo\":1,\"asi\":2,\"job\":1,\"recomiendo\":1,\"buena\":2,\"card\":3}",5
Computers,2012,positive,"{\"play\":15,\"game\":81,\"memory\":48,\"128mb\":12,\"save\":22,\"ngc\":18,\"space\":7,\"ps2\":41,\"lot\":10,\"playstation\":11,\"sony\":13,\"file\":7,\"mb\":7,\"review\":7,\"price\":8,\"day\":7,\"item\":9,\"gaming\":10,\"product\":13,\"bought\":9,\"2\":16,\"pc\":8,\"gamecube\":11,\"time\":12,\"card\":62}",64
Computers,2013,negative,"{\"play\":3,\"game\":8,\"memory\":9,\"save\":6,\"scam\":3,\"slot\":2,\"ps2\":9,\"los\":2,\"disappointed\":3,\"sony\":3,\"mb\":3,\"screw\":7,\"recomendado\":10,\"sin\":2,\"terrible\":3,\"reboot\":2,\"34\":2,\"item\":5,\"product\":5,\"issue\":3,\"bought\":3,\"100\":11,\"money\":3,\"time\":3,\"card\":22}",27
Computers,2013,neutral,"{\"redmarker\":1,\"allo\":1,\"memory\":1,\"philippine\":1,\"moved\":1,\"bring\":1,\"industry\":1,\"ps2\":1,\"remember\":1,\"defaced\":1,\"price\":1,\"gap\":1,\"beat\":2,\"day\":1,\"product\":1,\"item\":1,\"gaming\":1,\"sticker\":1,\"picking\":1,\"relevant\":1,\"removed\":1,\"gamecube\":1,\"penny\":1,\"age\":1,\"card\":3}",7
Computers,2013,positive,"{\"love\":12,\"play\":27,\"game\":92,\"memory\":81,\"happy\":12,\"save\":28,\"recommend\":10,\"ps2\":36,\"sony\":13,\"playstation\":15,\"fine\":18,\"price\":11,\"console\":13,\"34\":14,\"item\":9,\"controller\":14,\"product\":17,\"bought\":10,\"purchase\":10,\"saving\":9,\"condition\":9,\"2\":17,\"gamecube\":28,\"time\":23,\"card\":95}",147
Computers,2014,negative,"{\"game\":10,\"memory\":7,\"smelled\":2,\"128mb\":3,\"save\":5,\"advertising\":2,\"slot\":2,\"ps2\":4,\"playstation\":2,\"son\":3,\"wo\":3,\"stick\":2,\"broken\":4,\"34\":2,\"controller\":3,\"issue\":3,\"bought\":2,\"false\":2,\"received\":6,\"quality\":2,\"unit\":2,\"2\":2,\"gamecube\":2,\"return\":2,\"card\":16}",21
Computers,2014,neutral,"{\"game\":5,\"excelentes\":1,\"64mb\":2,\"storage\":2,\"8mb\":2,\"ps2\":4,\"reliable\":1,\"arrived\":2,\"ton\":1,\"fine\":1,\"mb\":1,\"price\":2,\"advertised\":2,\"day\":2,\"reformatted\":1,\"item\":3,\"read\":2,\"reading\":1,\"64m\":1,\"take\":1,\"groovy\":1,\"128\":1,\"time\":2,\"device\":1,\"card\":5}",28
Computers,2015,neutral,"{\"seller\":1,\"note\":1,\"knockoff\":1,\"excelente\":2,\"game\":3,\"memory\":2,\"messaged\":1,\"confimed\":1,\"ps2\":4,\"ps1\":1,\"head\":1,\"remember\":1,\"son\":2,\"softmodding\":1,\"intended\":1,\"review\":1,\"grest\":1,\"plan\":1,\"item\":2,\"bueno\":1,\"2\":2,\"china\":2,\"paid\":1,\"authentic\":1,\"card\":2}",37
Computers,2016,neutral,"{\"game\":1,\"perfect\":1,\"mixed\":1,\"ps2\":1,\"reconnect\":1,\"advertised\":1,\"menor\":1,\"yo\":1,\"gooooooooooo\":1,\"excelent\":1,\"34\":2,\"stopped\":1,\"read\":1,\"set\":1,\"star\":1,\"phantasy\":1,\"cord\":1,\"p\":1,\"wire\":1,\"2\":1,\"fast\":1,\"woooooooo\":1,\"supposed\":1,\"online\":1,\"complete\":1}",17
Computers,2016,positive,"{\"play\":17,\"game\":60,\"perfectly\":8,\"memory\":28,\"data\":12,\"amp\":12,\"save\":17,\"ps2\":12,\"worth\":6,\"sony\":6,\"file\":6,\"price\":9,\"lite\":8,\"vmu\":7,\"34\":11,\"console\":15,\"product\":7,\"controller\":8,\"issue\":8,\"purchase\":6,\"cord\":7,\"2\":9,\"gamecube\":19,\"quot\":8,\"card\":38}",78
Computers,2017,neutral,"{\"difference\":1,\"item\":1,\"controller\":1,\"cable\":1}",6
Computers,2018,positive,"{\"love\":3,\"play\":7,\"game\":8,\"knock\":3,\"perfectly\":5,\"memory\":13,\"data\":3,\"kid\":4,\"8mb\":2,\"ps2\":6,\"arrived\":4,\"fine\":3,\"brand\":2,\"console\":4,\"product\":4,\"controller\":7,\"original\":2,\"issue\":4,\"excellent\":3,\"bought\":4,\"cheap\":3,\"picture\":2,\"condition\":7,\"gamecube\":4,\"card\":13}",37
Computers,2019,negative,"{\"explain\":1,\"seller\":3,\"decade\":2,\"game\":2,\"collectible\":2,\"description\":2,\"slot\":1,\"remote\":2,\"button\":3,\"stuck\":2,\"disgusting\":3,\"cable\":2,\"broken\":2,\"console\":2,\"stiff\":1,\"product\":2,\"controller\":5,\"analog\":1,\"disk\":1,\"condition\":2,\"gamecube\":2,\"machine\":1,\"service\":1,\"disc\":3,\"time\":2}",11
Computers,2020,negative,"{\"game\":4,\"week\":1,\"nintendo\":1,\"booklet\":1,\"error\":1,\"load\":1,\"trouble\":1,\"cube\":1,\"power\":2,\"cable\":2,\"console\":1,\"stopped\":1,\"controller\":1,\"occurred\":1,\"finally\":1,\"start\":1,\"reading\":1,\"played\":1,\"gamecube\":2,\"refer\":1,\"av\":1,\"instruction\":2,\"disc\":1,\"time\":1}",4
Computers,2020,neutral,"{\"caroded\":1,\"1\":1,\"product\":2,\"memory\":2,\"supposed\":1,\"purchase\":1,\"battery\":1,\"ps2\":1,\"card\":2}",4
Computers,2021,neutral,"{\"product\":1,\"item\":2,\"usefull\":1,\"read\":1,\"boo\":1,\"expected\":1,\"freinds\":1,\"received\":1,\"box\":1,\"recomend\":1,\"beutifull\":1,\"disc\":1,\"return\":1}",8
Computers,2022,negative,"{\"seller\":2,\"tv\":2,\"game\":4,\"constant\":1,\"memory\":2,\"reader\":1,\"dead\":2,\"slot\":2,\"battery\":3,\"button\":1,\"output\":2,\"broken\":1,\"digital\":2,\"console\":4,\"read\":1,\"issue\":2,\"crossing\":3,\"analog\":4,\"gamecube\":6,\"warned\":2,\"animal\":3,\"plug\":2,\"time\":3,\"hd\":3,\"card\":2}",4
Computers,2022,positive,"{\"game\":1,\"genial\":1,\"almacenar\":1,\"perfectly\":1,\"held\":1,\"podía\":1,\"packing\":1,\"momento\":1,\"ported\":1,\"juegos\":1,\"arrived\":1,\"admit\":1,\"ma\":1,\"era\":1,\"console\":1,\"delivery\":2,\"cuando\":1,\"purchase\":1,\"en\":1,\"encanto\":1,\"time\":1,\"prompt\":1,\"worthwhile\":1,\"compre\":1,\"porque\":1}",5
Daily Gadgets,2000,negative,"{\"play\":1,\"updateable\":1,\"dosage\":1,\"data\":1,\"accurate\":1,\"administration\":1,\"usage\":1,\"stylus\":1,\"matter\":1,\"manufacturer\":1,\"drug\":4,\"accessing\":1,\"handhelds\":1,\"warning\":1,\"key\":1,\"contraindication\":1,\"include\":1,\"tap\":1,\"reaction\":1,\"supplied\":1,\"module\":1,\"2000\":1,\"prescription\":2,\"topic\":2,\"quot\":2}",1
Daily Gadgets,2002,positive,"{\"play\":10,\"gun\":6,\"game\":71,\"movie\":6,\"sound\":7,\"book\":8,\"harry\":11,\"dead\":5,\"video\":6,\"bit\":5,\"ps2\":6,\"hook\":6,\"potter\":6,\"cable\":7,\"graphic\":8,\"lesson\":6,\"control\":6,\"easy\":5,\"2\":5,\"component\":6,\"time\":11,\"family\":5,\"collect\":6,\"fun\":11,\"child\":6}",18
Daily Gadgets,2003,positive,"{\"play\":8,\"game\":31,\"27\":3,\"kid\":4,\"harry\":5,\"video\":5,\"bit\":4,\"ps2\":8,\"ball\":4,\"dvd\":3,\"potter\":4,\"cable\":15,\"notice\":5,\"player\":14,\"xbox\":7,\"monster\":5,\"input\":4,\"component\":5,\"4\":3,\"difference\":7,\"playing\":6,\"time\":8,\"quot\":4,\"fun\":5,\"card\":8}",8
Daily Gadgets,2005,negative,"{\"brought\":1,\"week\":1,\"color\":2,\"pstwo\":1,\"hooked\":1,\"ps2\":3,\"immediatly\":1,\"fade\":1,\"dvd\":2,\"fine\":1,\"stick\":1,\"cable\":3,\"green\":1,\"washed\":1,\"set\":2,\"looked\":1,\"bought\":1,\"caused\":1,\"version\":3,\"awesome\":1,\"component\":1,\"2\":1,\"blue\":1,\"short\":1,\"creepy\":1}",2
Daily Gadgets,2007,neutral,"{\"console\":1,\"sound\":2,\"cable\":1,\"optical\":1,\"required\":1,\"ps2\":1,\"info\":1,\"customer\":1}",1
Daily Gadgets,2008,negative,"{\"holding\":1,\"acceptable\":1,\"item\":1,\"fine\":1,\"halfway\":1,\"returned\":1,\"hold\":1,\"switch\":2}",1
Daily Gadgets,2008,positive,"{\"play\":4,\"game\":11,\"converter\":2,\"sound\":2,\"flatscreen\":2,\"screen\":3,\"video\":6,\"jockey\":3,\"ps2\":3,\"vga\":4,\"lag\":2,\"graphic\":3,\"cable\":10,\"item\":3,\"product\":7,\"bought\":4,\"monitor\":6,\"xbox\":2,\"people\":4,\"picture\":2,\"quality\":5,\"money\":2,\"speaker\":2,\"buying\":2,\"time\":2}",7
Daily Gadgets,2009,positive,"{\"cheaper\":4,\"game\":11,\"color\":6,\"screen\":3,\"choose\":3,\"video\":4,\"bit\":4,\"life\":3,\"dvd\":7,\"zombie\":3,\"win\":3,\"day\":3,\"cable\":17,\"player\":5,\"pretty\":3,\"product\":4,\"bought\":4,\"picture\":4,\"quality\":3,\"monster\":5,\"component\":3,\"3\":3,\"lisa\":3,\"collect\":3,\"fun\":5}",10
